,node,lat,lon,name,tags
680,11192844415,35.6484582,139.5432698,"['虎よし', '刀削麺大鵬調布店', 'ベルベットコネクション（VELVETCONNECTION）', 'まるたか']","['担々麺', 'うどん', '刀削麺', 'カフェ', 'つけ麺', '飲食店', 'ラーメン', '居酒屋', '焼き鳥', '汁なし担々麺']"
681,2551993256,35.6625397,139.5838337,"['鳥貴族仙川店', '麺処かず屋', 'かに道楽調布仙川店', '掌庵蕎麦石はら', '八丈島・銭洲・奄美大島仙川釣よし']","['天ぷら', '鳥料理', '海鮮', 'かに', 'つけ麺', '飲食店', 'ラーメン', '居酒屋', '揚げ物', '日本料理', '焼き鳥', 'そば']"
682,2511023221,35.6756178,139.5460656,['マルタ（Maruta）'],"['ヨーロッパ料理', '飲食店']"
683,2258149347,35.657193,139.575704,['ブーランジェリークープ（BoulangerieCoupe）'],"['飲食店', 'パン', 'サンドイッチ']"
684,6511475285,35.6634499,139.5848963,['三代目鳥メロ仙川駅前店'],"['飲食店', '居酒屋', '焼き鳥']"
685,4505512332,35.6487875,139.5511708,"['たかつ', '中華そば双葉', 'ベルウッド']","['ベーグル', 'ラーメン', '飲食店', '中華料理', '焼き鳥']"
686,2592345867,35.6520893,139.5458107,"['大衆居酒屋もんじゃ酒場だしや調布店（【旧店名】大衆居酒屋もんじゃ酒場）', 'サンマロー', 'ダイニングレストラン楠カンフォーラ', 'たけちゃんにぼしらーめん', '鳥貴族調布東口店']","['鳥料理', '油そば・まぜそば', 'ケーキ', 'うどん', 'お好み焼き', 'つけ麺', 'もんじゃ焼き', '海鮮', 'しゃぶしゃぶ', 'カフェ', '喫茶店', '飲食店', 'ラーメン', '居酒屋', '焼き鳥']"
687,5118739868,35.6558309,139.5419973,['食神餃子王'],"['飲食店', '中華料理', '餃子']"
688,2592345866,35.6521533,139.5454214,"['さかなや道場調布東口店', '肉汁餃子のダンダダン調布総本店', 'つけめんTETSU調布店（ツケメンテツ）', '調布っ子ダイニングペコリ', '珈琲館調布店', '鉄板バルAKICHI（アキチ）', '行きたくなる酒場浜ちゃん調布店']","['海鮮', '弁当', '居酒屋', 'イタリアン', 'かに', '鉄板焼き', 'つけ麺', '喫茶店', '飲食店', 'ダイニングバー', 'ステーキ', '餃子']"
689,304161261,35.6582067,139.5746993,"['やきとり鳥次郎', '真誠家つつじヶ丘店', '万葉そばつつじヶ丘店', 'シェ・レカミエ京王リトナードつつじヶ丘店', 'ルパつつじヶ丘店（Lerepas）', 'ガスト京王リトナードつつじヶ丘店']","['カレー', 'ケーキ', 'うどん', 'カフェ', 'ファミレス', '飲食店', 'パン', 'ラーメン', '居酒屋', '焼き鳥', 'サンドイッチ', 'そば']"
690,295884450,35.6541183,139.5677595,"['ジョンブル柴崎店', 'さくらんぼ（JAZZLIVE咲蘭房）']","['ハンバーグ', 'バー', '喫茶店', '飲食店', '洋食', 'ステーキ']"
691,6524088396,35.6525911,139.5457837,"['やきとり処い志井東口店（やきとりどころいしい）', '王道タンメン調布店', '豚珍館東口店', 'ぶっ豚調布店（ぶっとん）', '大衆ビストロコタロー', '調布ワインバルBiBBER（ワインバルビバー）', 'い志井2-kai']","['油そば・まぜそば', 'バル', 'イタリアン', 'とんかつ', 'もつ焼き', 'つけ麺', '飲食店', 'ラーメン', '居酒屋', 'ビストロ', '焼き鳥']"
692,2503495190,35.6587722,139.5377025,['中華料理八幡'],"['飲食店', '中華料理']"
693,7742593410,35.6664245,139.5504051,['矢田部茶屋（やたべちゃや）'],"['飲食店', 'そば']"
694,1396169705,35.660556,139.5843114,"['BASEBAKERY', 'ダニーマミー（『DanayMommy』byDankunmama【旧店名】ダン君ママ）', 'Oggi（オッジ）']","['洋菓子', 'ワインバー', '飲食店', 'パン', 'バル', 'イタリアン']"
695,1138638569,35.6490832,139.5501817,"['オステリアアルコバレーノ', '大翁']","['イタリアン', '飲食店', '中華料理', 'パスタ', 'ピザ']"
696,310387490,35.660662,139.5227964,"['てぃーだかんかん飛田給店', 'いけとっちゃん', '日高屋飛田給北口店', 'すき家飛田給店']","['郷土料理', '沖縄料理', '飲食店', 'ラーメン', '牛丼', '居酒屋', '中華料理', '焼き鳥', '餃子']"
697,1665566561,35.6441823,139.5375113,['カフェ大好き'],"['カレー', 'カフェ', '飲食店', 'ジェラート・アイスクリーム']"
698,3145502583,35.6463494,139.5541578,['スエヒロ館調布国領店'],"['飲食店', 'ハンバーグ', 'ステーキ']"
699,1314217197,35.6562862,139.5897733,"['空彩（ソライロ）', '中華そばしば田']","['飲食店', 'ラーメン', '食堂', 'カフェ']"
700,2500431455,35.6568877,139.5388692,['カフェルプティボヌール（CafeLePetitBonheur）'],"['飲食店', 'カフェ']"
701,7271438459,35.6506217,139.5442963,"['ジョナサン調布駅前店', '焼肉の和民調布南口店']","['韓国料理', '飲食店', '焼肉', '居酒屋', 'ファミレス']"
702,6516338422,35.6577354,139.5683714,"['中国ラーメン揚州商人キテラタウン調布店（チュウゴクラーメンヨウシュウショウニン）', 'サイゼリヤキテラタウン調布店']","['イタリアン', '飲食店', 'ラーメン', '中華料理', 'パスタ', 'ファミレス']"
703,304161291,35.6578629,139.573874,"['にくやまるじ（【旧店名】やきとんまるじ）', 'ぎょうざの満洲つつじヶ丘北口店']","['もつ焼き', '飲食店', 'ラーメン', '中華料理', '居酒屋', '餃子']"
704,10857764160,35.6488223,139.5586065,"['武蔵家国領店', '如拙（ジョセツ）']","['飲食店', 'ラーメン']"
705,543402846,35.6668928,139.5533999,['福（ふく）'],"['飲食店', 'お好み焼き', '鉄板焼き']"
706,6963272641,35.6615892,139.5235963,"['バーミヤン飛田給駅北口店', 'スタジアム通り']","['史跡', '名所', '観光', 'ラーメン', '飲食店', '中華料理', '遊ぶ', 'ファミレス']"
707,9894833260,35.6545507,139.5295887,['菓子の青木屋西調布店（青木屋）'],"['和菓子', '飲食店']"
708,313855128,35.6530743,139.5602961,['春夏秋冬国領店（チュナチュドン）'],"['韓国料理', '飲食店', '焼肉', '居酒屋']"
709,2261439384,35.6690076,139.5445049,['ステーキガスト深大寺店'],"['ハンバーグ', '飲食店', 'ステーキ', 'ファミレス']"
710,3816776259,35.6560523,139.5435753,"[""マクドナルド２０号調布店（McDonald's）""]","['飲食店', 'カフェ', 'ハンバーガー']"
711,6524088410,35.6525522,139.5459311,"[""HERO'S調布店""]","['ハンバーグ', '飲食店', '洋食', 'ステーキ']"
712,6375081562,35.6518663,139.5473789,"['イルフロッグス（ILLFROGS）', '新鮮ホルモン豚風（トンプウ）']","['ホルモン', 'カフェ', 'ハンバーガー', '飲食店', 'ダイニングバー', '焼肉', '居酒屋']"
713,7274606602,35.6502113,139.5815778,['すき家調布入間店'],"['カレー', '牛丼', '飲食店', '食堂']"
714,304161285,35.6573051,139.5734499,"['とんかつ牧', '笑顔亭つつじケ丘店', '柴崎亭つつじヶ丘本店', '今木屋', '和菓子ささき', '食堂一休', '焼肉ほれぼれつつじヶ丘']","['とんかつ', 'ホルモン', 'ラーメン', '飲食店', '焼肉', '居酒屋', '和菓子', '食堂']"
715,5154562832,35.6434698,139.5333268,"['中華麺王', 'まくりや', '東京蚤の市', '京王閣競輪場']","['カレー', '史跡', 'イベント', '名所', '祭り', '観光', '丼', '飲食店', 'ラーメン', '中華料理', '遊ぶ', 'そば']"
716,8113510437,35.6552455,139.5290566,"['楽園食堂うるま島', 'どびん']","['飲食店', '居酒屋', '沖縄料理']"
717,7742593088,35.6679175,139.5487296,"['一休庵（いっきゅうあん）', '松葉茶屋（まつばちゃや）', '玉乃屋']","['甘味処', '飲食店', 'うどん', 'そば']"
718,1618953490,35.647058,139.5464345,['すし銚子丸調布店'],"['回転寿司', '飲食店']"
719,393810240,35.6617814,139.5837707,"['とり衛門仙川店（トリエモン）', '寿（ヒサシ）', 'ホルモン家族', 'サカナヤアップ', '魔女のカレー（マジョノカレー）']","['カレー', '串焼き', '海鮮', 'ホルモン', 'つけ麺', '韓国料理', '飲食店', 'ラーメン', '焼肉', '居酒屋', '焼き鳥']"
720,2643378432,35.6539231,139.5429841,['CoCo壱番屋京王調布駅北口店（ココイチバンヤ）'],"['カレー', '飲食店']"
721,2208314070,35.6519094,139.54108,"['調布映画祭', 'パラス（Pallas）', '調布市商工まつり', 'くすのきホール']","['史跡', 'イベント', 'バー', '名所', '祭り', '観光', 'カフェ', '飲食店', '遊ぶ']"
722,1396169703,35.6604507,139.5824056,"['旬菜人おしどり', 'AOSAN仙川店（アオサン）', 'カスレ（Kasure）']","['ワインバー', '飲食店', 'パン', '居酒屋', 'ビストロ', '日本料理']"
723,2503491199,35.6543155,139.547118,"['おいものおうち', 'ピアン']","['焼き芋・大学芋', '飲食店', 'パン', 'カフェ']"
724,3149435655,35.6585739,139.5751957,['支那そば見聞録'],"['つけ麺', '飲食店', 'ラーメン', '餃子']"
725,6525493373,35.6535058,139.5428502,"['なか卯調布北口店', '鮨のえん屋調布北口店', '骨付き鶏樹', '無添くら寿司調布駅前店', '回転寿司たいせい調布北口店', '七輪焼肉安安調布店']","['親子丼', '鳥料理', '海鮮', 'うどん', '回転寿司', '創作料理', '飲食店', '牛丼', '焼肉', '居酒屋', '焼き鳥']"
726,3148508677,35.654085,139.5737182,['手紙舎'],"['飲食店', 'カフェ']"
727,6963272632,35.6613715,139.5234763,['KaiserChick（カイザーチック）'],"['ビアホール', '飲食店', 'ケーキ']"
728,6512622329,35.6540964,139.5481306,['みさと屋野菜食堂（みさとややさいしょくどう）'],"['オーガニック', '飲食店', '食堂', '野菜料理']"
729,278927249,35.6773454,139.5549487,['幸楽苑調布深大寺店'],"['飲食店', 'ラーメン']"
730,6516192790,35.659317,139.5738349,"['一軒め', '沖縄料理みやらび', 'クルア・タイ（KruaThai廚泰）']","['カレー', 'タイ料理', '沖縄料理', '飲食店', 'ダイニングバー', '居酒屋', '日本料理', '焼酎バー']"
731,6248295384,35.6501843,139.5514332,"['焼き鳥・もつ鍋一揆調布布田店', 'トラットリアジリオロッソ']","['もつ鍋', 'パスタ', 'イタリアン', '飲食店', '居酒屋', '焼き鳥', 'ピザ']"
732,3149435535,35.65543,139.5540891,['宝珠パン（HOUJYUPAN【旧店名】宝珠庵）'],"['飲食店', 'パン', 'タピオカ']"
733,1396169710,35.6608691,139.5836299,"['蒔', 'ねぐろ']","['飲食店', '居酒屋', '日本料理', '焼き鳥']"
734,6524088434,35.6515246,139.5497259,['松屋布田店'],"['カレー', '牛丼', '飲食店', '食堂']"
735,1797775477,35.659448,139.5216317,"['いっぷく', '宝華飛田給店']","['飲食店', '中華料理', '居酒屋', '食堂']"
736,2503421287,35.6520283,139.5274203,['石臼挽き蕎麦大むら'],"['うどん', '飲食店', '食堂', 'そば']"
737,2639252463,35.6439618,139.537212,['SHIEN2（シエンツーツー）'],"['飲食店', '洋食', 'パスタ']"
738,7308755478,35.6508583,139.5434339,"['うな菊（うなぎく）', 'ポポラマーマ調布店', 'れんげ食堂Toshu調布店']","['飲食店', '中華料理', 'イタリアン', 'パスタ', 'うなぎ', 'カフェ']"
739,295884569,35.6524131,139.5676163,['秀華'],"['油そば・まぜそば', '飲食店', 'ラーメン', '餃子']"
740,6911556680,35.6599451,139.5224959,"['長陽', 'ブーランジェリーテールヴィヴァン飛田給店（BOULANGERIETerreViante）', '魚亥子飛田給店（うおいね）']","['海鮮', '寿司', '飲食店', 'ラーメン', '中華料理', '居酒屋', 'パン']"
741,287795467,35.6481256,139.5594333,"['ラ・ファリーナ', '麺飯坊 無双']","['担々麺', '創作料理', '飲食店', '中華料理', 'イタリアン']"
742,10271579699,35.6506276,139.5459884,"['焼鳥一灯', '喜多方ラーメン坂内調布店']","['飲食店', 'ラーメン', '居酒屋', '焼き鳥', '日本酒バー']"
743,1656988598,35.6583756,139.5400871,['鯉寿司調布店'],"['寿司', '飲食店']"
744,4586528621,35.6644867,139.5219489,['酔八仙（スイハッセン）'],"['四川料理', '飲食店', '中華料理', '餃子']"
